24/05/1441,19/01/2020,FT20019580085902,-35.00,,2015.82,??? ??? ???? ????? (??? ????)
24/05/1441,19/01/2020,FT20019940268403,-110.00,,2050.82,??? ??? ???? ????? (??? ????)
24/05/1441,19/01/2020,FT20019580040262,-13.00,,2160.82,??? ??? ???? ????? (??? ????)
23/05/1441,18/01/2020,FT20018844504542,-21.00,,2173.82,??? ??? ???? ????? (??? ????)
23/05/1441,18/01/2020,FT20018968783104,-143.85,,2194.82,??? ??? ???? ????? (??? ????)
23/05/1441,18/01/2020,FT20018374253571,-15.00,,2338.67,??? ??? ???? ????? (??? ????)
23/05/1441,18/01/2020,FT20018983653476,-53.00,,2353.67,??? ??? ???? ????? (??? ????)
23/05/1441,18/01/2020,FT20018040331514,-365.79,,2406.67,Electron Sales Draft
22/05/1441,17/01/2020,FT20017033372449,-40.00,,2772.46,??? ??? ???? ????? (??? ????)
22/05/1441,17/01/2020,FT20017039089617,-19.99,,2812.46,Electron Sales Draft
21/05/1441,16/01/2020,FT20016695271057,-48.50,,2832.45,??? ??? ???? ????? (??? ????)
21/05/1441,16/01/2020,FT20016701579562,-8.00,,2880.95,??? ??? ???? ????? (??? ????)
20/05/1441,15/01/2020,FT20015585020294,-47.50,,2888.95,??? ??? ???? ????? (??? ????)
20/05/1441,15/01/2020,FT20015850350892,-10.00,,2936.45,??? ??? ???? ????? (??? ????)
20/05/1441,15/01/2020,FT20015938609231,-53.00,,2946.45,??? ??? ???? ????? (??? ????)
19/05/1441,14/01/2020,FT20014291291650,-48.00,,2999.45,??? ??? ???? ????? (??? ????)
19/05/1441,14/01/2020,FT20014665773860,-15.00,,3047.45,??? ??? ???? ????? (??? ????)
19/05/1441,14/01/2020,FT20014008791598,-11.00,,3062.45,??? ??? ???? ????? (??? ????)
18/05/1441,13/01/2020,FT20013520073197,-170.00,,3073.45,??? ??? ???? ????? (??? ????)
18/05/1441,13/01/2020,FT20013005885704,-9.00,,3243.45,??? ??? ???? ????? (??? ????)
17/05/1441,12/01/2020,FT20012276780808,-44.00,,3252.45,??? ??? ???? ????? (??? ????)
17/05/1441,12/01/2020,FT20012343860674,-8.00,,3296.45,??? ??? ???? ????? (??? ????)
16/05/1441,11/01/2020,FT20011400947950,-26.50,,3304.45,??? ??? ???? ????? (??? ????)
16/05/1441,11/01/2020,FT20011730976055,-22.05,,3330.95,??? ??? ???? ????? (??? ????)
16/05/1441,11/01/2020,FT20011519209143,-26.00,,3353,??? ??? ???? ????? (??? ????)
16/05/1441,11/01/2020,FT20011586301520,-190.00,,3379,??? ??? ???? ????? (??? ????)
15/05/1441,10/01/2020,FT20010300210480,-72.50,,3569,??? ??? ???? ????? (??? ????)
15/05/1441,10/01/2020,FT20010035857913,-72.00,,3641.5,??? ??? ???? ????? (??? ????)
14/05/1441,09/01/2020,FT20009828299162,-27.00,,3713.5,??? ??? ???? ????? (??? ????)
14/05/1441,09/01/2020,FT20009450752341,-180.00,,3740.5,??? ??? ???? ????? (??? ????)
14/05/1441,09/01/2020,FT20009224977447,-18.00,,3920.5,??? ??? ???? ????? (??? ????)
13/05/1441,08/01/2020,FT20008344599044,-8.00,,3938.5,ACCOUNT TO ACCOUNT TRANSFER DR
13/05/1441,08/01/2020,FT20008400009999,-8.00,,3946.5,??? ??? ???? ????? (??? ????)
12/05/1441,07/01/2020,FT20007783390442,-151.00,,3954.5,??? ??? ???? ????? (??? ????)
12/05/1441,07/01/2020,FT20007275245130,,16.00,4105.5,ACCOUNT TO ACCOUNT TRANSFER
12/05/1441,07/01/2020,FT20007400231581,,51.00,4089.5,ACCOUNT TO ACCOUNT TRANSFER
12/05/1441,07/01/2020,FT20007005460101,,102.00,4038.5,ACCOUNT TO ACCOUNT TRANSFER
12/05/1441,07/01/2020,FT20007551493005,-76.69,,3936.5,Electron Sales Draft
12/05/1441,07/01/2020,FT20007401443966,-350.00,,4013.19,ATM Cash Withdrawal
12/05/1441,07/01/2020,FT20007078550793,-8.00,,4363.19,??? ??? ???? ????? (??? ????)
12/05/1441,07/01/2020,FT20007143119251,-10.00,,4371.19,??? ??? ???? ????? (??? ????)
11/05/1441,06/01/2020,FT20006774809429,-49.00,,4381.19,??? ??? ???? ????? (??? ????)
11/05/1441,06/01/2020,FT20006543943703,-21.00,,4430.19,ACCOUNT TO ACCOUNT TRANSFER DR
09/05/1441,04/01/2020,FT20004069340880,-120.00,,4451.19,??? ??? ???? ????? (??? ????)
08/05/1441,03/01/2020,FT20003030063759,-53.00,,4571.19,??? ??? ???? ????? (??? ????)
07/05/1441,02/01/2020,FT20002930779767,-121.00,,4624.19,??? ??? ???? ????? (??? ????)
07/05/1441,02/01/2020,FT20002160211702,-29.40,,4745.19,??? ??? ???? ????? (??? ????)
06/05/1441,01/01/2020,FT20001916731415,-10.00,,4774.59,??? ??? ???? ????? (??? ????)
